no,notes,Rufa_subpop,track_data,movebank_name,move_bank_no. ,Project,LotekSerialNum,Program_number,tag-manufacturer-name,tag-model,tag-mass,repetition_no,duty-cycle,tag-comment,ArgosID,attachment_type,deployment-comment,deploy-on-person,deploy-on-latitude,deploy-on-longitude,,Banding_or_recapture_Date,deploy-on-timestamp,Location,Band Number,animal-marker-id,animal-id,Code,AGE,SEX,deploy-on-measurements,WEIGHT,FIRE TIME,Lapsed minutes,deploy_d,deploy_m,deply_y
0,,,,,,to be split by study,tag-serial-no,Program_number,tag-manufacturer-name,tag-model,tag-mass,tag-beacon-frequency,duty-cycle,tag-comment,tag-id,attachment_type,deployment-comment,deploy-on-person,deploy-on-latitude,deploy-on-longitude,deployment-id,deploy-on-date,deploy-on-timestamp,study-site,animal-ring-id,animal-marker-id,animal-id,Code,animal-life-stage,animal-sex,deploy-on-measurements,animal-mass,capture-timestamp,capture-handling-time,,,
,,,track,Red Knot rufa Migration Quebec,1391392826,Red Knot rufa Migration Quebec,,,Lotek,Sunbird Lotek,2.25,,,,239420,Glue and suture,,,50.192778,-63.745278,,2023/09/29,2023/09/29 00:00:00.00,MINGAN_NIAPISKAU,9822-68251,,,FEW(UTV),HY,U," '{culmenInmillimeters:37.2,theadInMillimeters: , wingInMillimeters: 161}'",132.6,,,,,
,,,track,Red Knot rufa Migration Quebec,1391392826,Red Knot rufa Migration Quebec,,,Lotek,Sunbird Lotek,2.15,,,,239421,Glue and suture,,,50.192778,-63.745278,,2023/09/29,2023/09/29 00:00:00.00,MINGAN_NIAPISKAU,9822-68250,,,FEW(UTN),HY,U," '{culmenInmillimeters:39.0,theadInMillimeters: , wingInMillimeters: 165}'",136.8,,,,,
,,,track,Red Knot rufa Migration Quebec,1391392826,Red Knot rufa Migration Quebec,,,Lotek,Sunbird Lotek,2,,,,239422,Glue and suture,,,50.192778,-63.745278,,2023/09/02,2023/09/02 00:00:00.00,MINGAN_NIAPISKAU,9822-68218,,,FEW(UJM),HY,U," '{culmenInmillimeters:,theadInMillimeters: , wingInMillimeters: 160}'",136.2,,,,,
,,,track,Red Knot rufa Migration Quebec,1391392826,Red Knot rufa Migration Quebec,,,Lotek,Sunbird Lotek,2.21,,,,239423,Glue and suture,,,50.192778,-63.745278,,2023/09/29,2023/09/29 00:00:00.00,MINGAN_NIAPISKAU,9822-68252,,,FEW(UTH),HY,U," '{culmenInmillimeters:33.3,theadInMillimeters: , wingInMillimeters: 165}'",134.5,,,,,
,,,track,Red Knot rufa Migration Quebec,1391392826,Red Knot rufa Migration Quebec,,,Lotek,Sunbird Lotek,2,,,,239424,Glue and suture,,,50.192778,-63.745278,,2023/09/15,2023/09/15 00:00:00.00,MINGAN_NIAPISKAU,9822-68232,,,FEW(UVK),HY,U," '{culmenInmillimeters:32.1,theadInMillimeters: , wingInMillimeters: 160}'",153.3,,,,,
,,,track,Red Knot rufa Migration Quebec,1391392826,Red Knot rufa Migration Quebec,,,Lotek,Sunbird Lotek,2,,,,239425,Glue and suture,,,50.192778,-63.745278,,2023/09/15,2023/09/15 00:00:00.00,MINGAN_NIAPISKAU,9802-82399,,,FEW(UVJ),HY,U," '{culmenInmillimeters:32.6,theadInMillimeters: , wingInMillimeters: 161}'",141.5,,,,,
,missing ref,,not_deployed,,,Red Knot rufa Migration Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,track,Red Knot rufa Migration Quebec,1391392826,Red Knot rufa Migration Quebec,,,Lotek,Sunbird Lotek,2,,,,242698,Glue and suture,,,50.192778,-63.745278,,2023/09/30,2023/09/30 00:00:00.00,MINGAN_NIAPISKAU,9822-68255,,,FEW(UTJ),HY,U," '{culmenInmillimeters:37.4,theadInMillimeters: , wingInMillimeters: 168}'",141.8,,,,,
,,,failed,Red Knot rufa Migration Quebec,1391392826,Red Knot rufa Migration Quebec,,,Lotek,Sunbird Lotek,2.3,,,,242699,Glue and suture,,,50.192778,-63.745278,,2023/10/01,2023/10/01 00:00:00.00,MINGAN_NIAPISKAU,9822-68258,,,FEW(UTK),HY,U," '{culmenInmillimeters:32.9,theadInMillimeters: , wingInMillimeters: 157}'",118.9,,,,,
,missing ref,,not_deployed,,,Red Knot rufa Migration Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,missing ref,,not_deployed,,,Red Knot rufa Migration Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,track,Red Knot rufa Migration Quebec,1391392826,Red Knot rufa Migration Quebec,,,Lotek,Sunbird Lotek,2,,,,242702,Glue and suture,,,50.192778,-63.745278,,2023/10/01,2023/10/01 00:00:00.00,MINGAN_NIAPISKAU,9822-68260,,,FEW(UTX),HY,U," '{culmenInmillimeters:36.6,theadInMillimeters: , wingInMillimeters: 159}'",124.0,,,,,
,,,track,Red Knot rufa Migration Quebec,1391392826,Red Knot rufa Migration Quebec,,,Lotek,Sunbird Lotek,2,,,,242703,Glue and suture,,,50.192778,-63.745278,,2023/10/01,2023/10/01 00:00:00.00,MINGAN_NIAPISKAU,9822-68259,,,FEW(UTM),HY,U," '{culmenInmillimeters:34.4,theadInMillimeters: , wingInMillimeters: 161}'",120.8,,,,,
,no_location_data,,,Red Knot rufa Migration Quebec,1391392826,Red Knot rufa Migration Quebec,,,Icarus,Icarus solar tag,"4,5-5",,,,078D44,glued,,,50.192778,-63.745278,,2021/09/22,2021/09/22 00:00:00.00,MINGAN_NIAPISKAU,9802-82277,,,FEW(2TN),HY,F," '{culmenInmillimeters:34.6, theadInMillimeters:  ,wingInMillimeters: 167}'",142.5,,,,,
,no_location_data,,,Red Knot rufa Migration Quebec,1391392826,Red Knot rufa Migration Quebec,,,Icarus,Icarus solar tag,"4,5-5",,,,BB6604,glued,,,50.192778,-63.745278,,2021/09/22,2021/09/22 00:00:00.00,MINGAN_NIAPISKAU,9802-82263,,,FEW(2PA),HY,F," '{culmenInmillimeters:35.9, theadInMillimeters:  ,wingInMillimeters: 172}'",140.0,,,,,
,no_location_data,,,Red Knot rufa Migration Quebec,1391392826,Red Knot rufa Migration Quebec,,,Icarus,Icarus solar tag,"4,5-5",,,,BB6604,glued,,,50.192778,-63.745278,,2021/10/06,2021/10/06 00:00:00.00,MINGAN_NIAPISKAU,9802-82263,,,FEW(2PA),HY,U," '{culmenInmillimeters:, theadInMillimeters:  ,wingInMillimeters: }'",135.6,,,,,
,no_location_data,,not_deployed,Red Knot rufa Migration Quebec,,Red Knot rufa Migration Quebec,,,,,,,,,260934,,,,,,,,,,,,,,,,,,,,,,
,no_location_data,,not_deployed,Red Knot rufa Migration Quebec,,Red Knot rufa Migration Quebec,,,,,,,,,260935,,,,,,,,,,,,,,,,,,,,,,
,no_location_data,,not_deployed,Red Knot rufa Migration Quebec,,Red Knot rufa Migration Quebec,,,,,,,,,260936,,,,,,,,,,,,,,,,,,,,,,
,no_location_data,,not_deployed,Red Knot rufa Migration Quebec,,Red Knot rufa Migration Quebec,,,,,,,,,260937,,,,,,,,,,,,,,,,,,,,,,
,no_location_data,,not_deployed,Red Knot rufa Migration Quebec,,Red Knot rufa Migration Quebec,,,,,,,,,260938,,,,,,,,,,,,,,,,,,,,,,
,no_location_data,,not_deployed,Red Knot rufa Migration Quebec,,Red Knot rufa Migration Quebec,,,,,,,,,260939,,,,,,,,,,,,,,,,,,,,,,
,no_location_data,,not_deployed,Red Knot rufa Migration Quebec,,Red Knot rufa Migration Quebec,,,,,,,,,260940,,,,,,,,,,,,,,,,,,,,,,
,no_location_data,,not_deployed,Red Knot rufa Migration Quebec,,Red Knot rufa Migration Quebec,,,,,,,,,260941,,,,,,,,,,,,,,,,,,,,,,
,no_location_data,,not_deployed,Red Knot rufa Migration Quebec,,Red Knot rufa Migration Quebec,,,,,,,,,260942,,,,,,,,,,,,,,,,,,,,,,
,no_location_data,,not_deployed,Red Knot rufa Migration Quebec,,Red Knot rufa Migration Quebec,,,,,,,,,260943,,,,,,,,,,,,,,,,,,,,,,
