no,notes,Rufa_subpop,track_data,movebank_name,move_bank_no. ,Project,LotekSerialNum,Program_number,tag-manufacturer-name,tag-model,tag-mass,repetition_no,duty-cycle,tag-comment,ArgosID,attachment_type,deployment-comment,deploy-on-person,deploy-on-latitude,deploy-on-longitude,,Banding_or_recapture_Date,deploy-on-timestamp,Location,Band Number,animal-marker-id,animal-id,Code,AGE,SEX,deploy-on-measurements,WEIGHT,FIRE TIME,Lapsed minutes,deploy_d,deploy_m,deply_y
0,,,,,,to be split by study,tag-serial-no,Program_number,tag-manufacturer-name,tag-model,tag-mass,tag-beacon-frequency,duty-cycle,tag-comment,tag-id,attachment_type,deployment-comment,deploy-on-person,deploy-on-latitude,deploy-on-longitude,deployment-id,deploy-on-date,deploy-on-timestamp,study-site,animal-ring-id,animal-marker-id,animal-id,Code,animal-life-stage,animal-sex,deploy-on-measurements,animal-mass,capture-timestamp,capture-handling-time,,,
77,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55072,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221840,,,,,,,27/10/2021,2021/10/27 00:00:00.00,AVALON,1392-35728,,,FELG(Y>6)/-:-/m,SY,u,"'{culmenInMillimeters:38.2,theadInMilimeters:64.2, wingInMillimeters:164}'",154,14:20,,,,
78,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55078,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221846,,,,,,,27/10/2021,2021/10/27 14:25:00.00,AVALON,1392-35729,,,FELG(Y>7)/-:-/m,ASY,u,"'{culmenInMillimeters:39.6,theadInMilimeters:67.6, wingInMillimeters:163}'",157,14:20,5,,,
79,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55073,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221841,,,,,,,27/10/2021,2021/10/27 14:32:00.00,AVALON,1392-35730,,,FELG(Y>8)/-:-/m,SY,u,"'{culmenInMillimeters:34.7,theadInMilimeters:64, wingInMillimeters:166}'",134,14:20,12,,,
80,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55084,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221852,,,,,,,27/10/2021,2021/10/27 14:35:00.00,AVALON,1392-35731,,,FELG(*JU)/-:-/m,ASY,u,"'{culmenInMillimeters:33.5,theadInMilimeters:64.8, wingInMillimeters:166}'",134,14:20,15,,,
81,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55075,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221843,,,,,,,27/10/2021,2021/10/27 14:38:00.00,AVALON,1392-35732,,,FELG(*JX)/-:-/m,SY,u,"'{culmenInMillimeters:35.8,theadInMilimeters:63.7, wingInMillimeters:}'",152,14:20,18,,,
82,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55100,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221868,,,,,,,27/10/2021,2021/10/27 14:42:00.00,AVALON,1392-35733,,,FELG(*JY)/-:-/m,SY,u,"'{culmenInMillimeters:34.3,theadInMilimeters:62.9, wingInMillimeters:166}'",131,14:20,22,,,
83,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55224,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221867,,,,,,,27/10/2021,2021/10/27 15:12:00.00,AVALON,1392-35739,,,FELG(*KA)/-:-/m,SY,u,"'{culmenInMillimeters:29.2,theadInMilimeters:56, wingInMillimeters:160}'",120,14:20,52,,,
84,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55086,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221854,,,,,,,10/11/2021,2021/11/10 09:36:00.00,STOHARB,1392-35741,,,FELG(*KE)/-:-/m,ASY,u,"'{culmenInMillimeters:37,theadInMilimeters:65.1, wingInMillimeters:170}'",143,9:00,36,,,
85,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55098,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221866,,,,,,,10/11/2021,2021/11/10 00:00:00.00,STOHARB,1392-35742,,,FELG(*KH)/-:-/m,ASY,u,"'{culmenInMillimeters:36.7,theadInMilimeters:64.8, wingInMillimeters:171}'",149,9:00,,,,
86,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55077,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221845,,,,,,,10/11/2021,2021/11/10 00:00:00.00,STOHARB,1392-35743,,,FELG(*KK)/-:-/m,ASY,u,"'{culmenInMillimeters:36.1,theadInMilimeters:66.4, wingInMillimeters:170}'",148,9:00,,,,
87,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55079,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221847,,,,,,,10/11/2021,2021/11/10 00:00:00.00,STOHARB,1392-35744,,,FELG(*KM)/-:-/m,HY,u,"'{culmenInMillimeters:38,theadInMilimeters:65.9, wingInMillimeters:169}'",164,9:00,,,,
88,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55090,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221858,,,,,,,10/11/2021,2021/11/10 00:00:00.00,STOHARB,1392-35745,,,FELG(*KN)/-:-/m,ASY,u,"'{culmenInMillimeters:37.9,theadInMilimeters:65.8, wingInMillimeters:168}'",159,9:00,,,,
89,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55076,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221844,,,,,,,10/11/2021,2021/11/10 10:08:00.00,STOHARB,1392-35746,,,FELG(*HA)/-:-/m,ASY,u,"'{culmenInMillimeters:34.5,theadInMilimeters:62, wingInMillimeters:170}'",138,9:00,68,,,
90,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55088,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221856,,,,,,,10/11/2021,2021/11/10 00:00:00.00,STOHARB,1392-35748,,,FELG(*HC)/-:-/m,ASY,u,"'{culmenInMillimeters:37.1,theadInMilimeters:66, wingInMillimeters:175}'",149,9:00,,,,
91,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55092,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221860,,,,,,,10/11/2021,2021/11/10 00:00:00.00,STOHARB,1392-35750,,,FELG(*HJ)/-:-/m,HY,u,"'{culmenInMillimeters:36.8,theadInMilimeters:64.8, wingInMillimeters:171}'",159,9:00,,,,
92,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55095,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221863,,,,,,,10/11/2021,2021/11/10 00:00:00.00,STOHARB,1332-69297,,,FELG(*KL)/m:-/-,ASY,u,"'{culmenInMillimeters:35,theadInMilimeters:63.7, wingInMillimeters:}'",156,9:00,,,,
93,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55082,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221850,,,,,,,10/11/2021,2021/11/10 00:00:00.00,STOHARB,1332-69627,,,FELG(*KJ)/-:-/m,ASY,u,"'{culmenInMillimeters:33.8,theadInMilimeters:60.2, wingInMillimeters:}'",159,9:00,,,,
94,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55911,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233928,,,,,,,18/8/2022,2022/08/18 10:45:00.00,NBRIG,1392-35500,,,FELG(1>A)/-:-/m,ASY,u,"'{culmenInMillimeters:38.2,theadInMilimeters:66.8, wingInMillimeters:165}'",198,10:15,30,,,
95,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55927,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,234181,,,,,,,18/8/2022,2022/08/18 10:49:00.00,NBRIG,1392-35499,,,FELG(5A>)/-:-/m,ASY,u,"'{culmenInMillimeters:37.6,theadInMilimeters:66.8, wingInMillimeters:167}'",157,10:15,34,,,
96,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55906,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233923,,,,,,,18/8/2022,2022/08/18 10:53:00.00,NBRIG,1392-35154,,,FELG(5C>)/-:-/m,ASY,u,"'{culmenInMillimeters:35.4,theadInMilimeters:65.6, wingInMillimeters:170}'",149,10:15,38,,,
97,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55928,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,234182,,,,,,,18/8/2022,2022/08/18 10:57:00.00,NBRIG,1392-35155,,,FELG(5E>)/-:-/m,ASY,u,"'{culmenInMillimeters:35.4,theadInMilimeters:63.3, wingInMillimeters:167}'",155,10:15,42,,,
98,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55902,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233919,,,,,,,18/8/2022,2022/08/18 11:17:00.00,NBRIG,1392-35159,,,FELG(5L>)/-:-/m,ASY,u,"'{culmenInMillimeters:39.3,theadInMilimeters:67.5, wingInMillimeters:168}'",149,10:15,62,,,
99,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55909,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233926,,,,,,,18/8/2022,2022/08/18 11:21:00.00,NBRIG,1392-35160,,,FELG(5M>)/-:-/m,ASY,u,"'{culmenInMillimeters:36.1,theadInMilimeters:64.2, wingInMillimeters:167}'",187,10:15,66,,,
100,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55937,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,234191,,,,,,,18/8/2022,2022/08/18 11:25:00.00,NBRIG,1392-35161,,,FELG(5N>)/-:-/m,ASY,u,"'{culmenInMillimeters:36.8,theadInMilimeters:63.9, wingInMillimeters:155}'",135,10:15,70,,,
101,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55935,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,234189,,,,,,,18/8/2022,2022/08/18 10:50:00.00,NBRIG,1182-00644,,,-/m:FEW(LKY)/-,ASY,u,"'{culmenInMillimeters:35.6,theadInMilimeters:63.4, wingInMillimeters:164}'",152,10:15,35,,,
102,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55915,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233932,,,,,,,1/9/2022,2022/09/01 10:12:00.00,TWOMILE,1392-35162,,,FELG(9A>)/-:-/m,ASY,u,"'{culmenInMillimeters:36.9,theadInMilimeters:67.2, wingInMillimeters:170}'",161,9:50,22,,,
103,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55904,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233921,,,,,,,1/9/2022,2022/09/01 10:16:00.00,TWOMILE,1392-35163,,,FELG(9C>)/-:-/m,HY,u,"'{culmenInMillimeters:33.9,theadInMilimeters:65, wingInMillimeters:165}'",157,9:50,26,,,
104,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55931,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,234185,,,,,,,1/9/2022,2022/09/01 10:20:00.00,TWOMILE,1392-35164,,,FELG(9J>)/-:-/m,HY,u,"'{culmenInMillimeters:33.4,theadInMilimeters:63.9, wingInMillimeters:165}'",143,9:50,30,,,
105,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55913,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233930,,,,,,,1/9/2022,2022/09/01 10:28:00.00,TWOMILE,1392-35166,,,FELG(9H>)/-:-/m,HY,u,"'{culmenInMillimeters:36.1,theadInMilimeters:65.7, wingInMillimeters:163}'",139,9:50,38,,,
106,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55910,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233927,,,,,,,1/9/2022,2022/09/01 10:39:00.00,TWOMILE,1392-35169,,,FELG(>9A)/-:-/m,HY,u,"'{culmenInMillimeters:35.9,theadInMilimeters:65.6, wingInMillimeters:162}'",155,9:50,49,,,
107,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55932,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,234186,,,,,,,28/9/2022,2022/09/28 12:25:00.00,STOHARB,1392-35391,,,FELG(OA>)/-:-/m,ASY,u,"'{culmenInMillimeters:35.3,theadInMilimeters:66.6, wingInMillimeters:}'",125,11:50,35,,,
108,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55933,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,234187,,,,,,,28/9/2022,2022/09/28 12:30:00.00,STOHARB,1392-35392,,,FELG(OC>)/-:-/m,ASY,u,"'{culmenInMillimeters:34.7,theadInMilimeters:67.7, wingInMillimeters:161}'",121,11:50,40,,,
109,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55903,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233920,,,,,,,28/9/2022,2022/09/28 12:35:00.00,STOHARB,1392-35393,,,FELG(OE>)/-:-/m,ASY,u,"'{culmenInMillimeters:35.3,theadInMilimeters:66.8, wingInMillimeters:168}'",121,11:50,45,,,
110,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55936,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,234190,,,,,,,28/9/2022,2022/09/28 12:40:00.00,STOHARB,1392-35394,,,FELG(OH>)/-:-/m,ASY,u,"'{culmenInMillimeters:35.3,theadInMilimeters:66.9, wingInMillimeters:173}'",124,11:50,50,,,
111,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55905,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233922,,,,,,,28/9/2022,2022/09/28 12:48:00.00,STOHARB,1392-35397,,,FELG(OK>)/-:-/m,ASY,u,"'{culmenInMillimeters:34.7,theadInMilimeters:65.7, wingInMillimeters:165}'",123,11:50,58,,,
112,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55907,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233924,,,,,,,28/9/2022,2022/09/28 12:52:00.00,STOHARB,1392-35398,,,FELG(OL>)/-:-/m,ASY,u,"'{culmenInMillimeters:33.1,theadInMilimeters:66.2, wingInMillimeters:179}'",126,11:50,62,,,
113,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55930,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,234184,,,,,,,28/9/2022,2022/09/28 12:55:00.00,STOHARB,1392-35399,,,FELG(OM>)/-:-/m,ASY,u,"'{culmenInMillimeters:31.7,theadInMilimeters:64.1, wingInMillimeters:166}'",124,11:50,65,,,
114,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55908,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233925,,,,,,,28/9/2022,2022/09/28 13:00:00.00,STOHARB,1392-35400,,,FELG(ON>)/-:-/m,ASY,u,"'{culmenInMillimeters:34.4,theadInMilimeters:66.8, wingInMillimeters:146}'",125,11:50,70,,,
115,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55924,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,234178,,,,,,,28/9/2022,2022/09/28 13:05:00.00,STOHARB,1392-35171,,,FELG(OP>)/-:-/m,ASY,u,"'{culmenInMillimeters:38.6,theadInMilimeters:65.9, wingInMillimeters:173}'",122,11:50,75,,,
116,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55925,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,234179,,,,,,,28/9/2022,2022/09/28 14:03:00.00,STOHARB,1392-35176,,,FELG(OY>)/-:-/m,ASY,u,"'{culmenInMillimeters:34.1,theadInMilimeters:63.2, wingInMillimeters:169}'",120,11:50,133,,,
117,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55929,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,234183,,,,,,,28/9/2022,2022/09/28 14:10:00.00,STOHARB,1392-35177,,,FELG(1Y>)/-:-/m,ASY,u,"'{culmenInMillimeters:36.9,theadInMilimeters:66.9, wingInMillimeters:168}'",127,11:50,140,,,
118,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55912,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233929,,,,,,,28/9/2022,2022/09/28 14:15:00.00,STOHARB,1392-35178,,,FELG(1X>)/-:-/m,ASY,u,"'{culmenInMillimeters:36.6,theadInMilimeters:68.7, wingInMillimeters:172}'",126,11:50,145,,,
119,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55914,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233931,,,,,,,28/9/2022,2022/09/28 14:20:00.00,STOHARB,1392-35179,,,FELG(1V>)/-:-/m,ASY,u,"'{culmenInMillimeters:39.6,theadInMilimeters:68.5, wingInMillimeters:170}'",120,11:50,150,,,
120,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55926,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,234180,,,,,,,28/9/2022,2022/09/28 14:25:00.00,STOHARB,1392-35180,,,FELG(1T>)/-:-/m,ASY,u,"'{culmenInMillimeters:35.1,theadInMilimeters:65.1, wingInMillimeters:168}'",116,11:50,155,,,
121,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55901,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,233918,,,,,,,28/9/2022,2022/09/28 13:30:00.00,STOHARB,1172-81920,,,FELG(1U>)/-:-/m,ASY,u,"'{culmenInMillimeters:33.2,theadInMilimeters:63.7, wingInMillimeters:162}'",116,11:50,100,,,
122,,,track,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55923,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,234177,,,,,,,28/9/2022,2022/09/28 13:40:00.00,STOHARB,1262-04504,,,-/m:FEDG(PPM)/-,ASY,u,"'{culmenInMillimeters:38.3,theadInMilimeters:67.1, wingInMillimeters:168}'",130,11:50,110,,,
123,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54960,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213832,,,,,,,19/5/2021,2021/05/19 14:51:00.00,Thomps,1392-24758,,,FELG(JH*)/-:-/m,ASY,u,"'{culmenInMillimeters:35.5,theadInMilimeters:67.8, wingInMillimeters:175}'",184,13:45,66,,,
124,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54957,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213829,,,,,,,19/5/2021,2021/05/19 14:47:00.00,Thomps,1172-72175,,,FELG(L2K)/-:-/m,ASY,u,"'{culmenInMillimeters:36.3,theadInMilimeters:65.6, wingInMillimeters:170}'",159,13:45,62,,,
125,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54952,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213840,,,,,,,19/5/2021,2021/05/19 14:47:00.00,Thomps,1332-53905,,,FELG(H88)/-:-/m,ASY,u,"'{culmenInMillimeters:34.6,theadInMilimeters:63.2, wingInMillimeters:168}'",159,13:45,62,,,
126,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54950,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213838,,,,,,,19/5/2021,2021/05/19 14:47:00.00,Thomps,1332-28293,,,FELG(T99)/-:-/m,ASY,u,"'{culmenInMillimeters:34.6,theadInMilimeters:66.1, wingInMillimeters:171}'",163,13:45,62,,,
127,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54951,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,Recorded incorrectly on field sheet as 1392-24128,213839,,,,,,,19/5/2021,2021/05/19 14:47:00.00,Thomps,1392-24328,,,FELG(E3+)/-:-/m,ASY,u,"'{culmenInMillimeters:32.9,theadInMilimeters:62.6, wingInMillimeters:171}'",164,13:45,62,,,
128,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54954,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213842,,,,,,,19/5/2021,2021/05/19 14:47:00.00,Thomps,1332-54969,,,FELG(JA*)/-:-/m,ASY,u,"'{culmenInMillimeters:34.4,theadInMilimeters:64.8, wingInMillimeters:167}'",135,13:45,62,,,
129,,,no track (see atlantic shores),Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54949,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213837,,,,,,,19/5/2021,2021/05/19 14:32:00.00,Thomps,1322-18618,,,FELG(C18)/-:-/m,ASY,u,"'{culmenInMillimeters:35.6,theadInMilimeters:65.8, wingInMillimeters:170}'",104,13:45,47,,,
130,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54945,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213833,,,,,,,19/5/2021,2021/05/19 16:21:00.00,Thomps,1332-62758,,,FELG(46K)/-:-/m,ASY,u,"'{culmenInMillimeters:34.5,theadInMilimeters:64.5, wingInMillimeters:162}'",154,13:45,156,,,
131,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54958,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213830,,,,,,,19/5/2021,2021/05/19 16:02:00.00,Thomps,1392-24347,,,FELG(*XC)/-:-/m,ASY,u,"'{culmenInMillimeters:35.8,theadInMilimeters:66.9, wingInMillimeters:169}'",151,13:45,137,,,
132,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54946,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213834,,,,,,,25/5/2021,2021/05/25 13:18:00.00,Norburyc,1392-24873,,,FELG(*LK)/-:-/m,ASY,u,"'{culmenInMillimeters:33.5,theadInMilimeters:64.6, wingInMillimeters:167}'",182,12:25,53,,,
133,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54956,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213828,,,,,,,25/5/2021,2021/05/25 13:00:00.00,Norburyc,1392-24660,,,FELG(Y*T)/-:-/m,ASY,u,"'{culmenInMillimeters:36.8,theadInMilimeters:66.4, wingInMillimeters:173}'",186,12:25,35,,,
134,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54959,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213831,,,,,,,25/5/2021,2021/05/25 13:00:00.00,Norburyc,1332-68607,,,FELG(LL=)/-:-/m,ASY,u,"'{culmenInMillimeters:37.7,theadInMilimeters:64.9, wingInMillimeters:175}'",195,12:25,35,,,
135,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54947,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213835,,,,,,,25/5/2021,2021/05/25 12:52:00.00,Norburyc,1172-71114,,,FELG(*LY)/-:-/m,ASY,u,"'{culmenInMillimeters:37.2,theadInMilimeters:67.7, wingInMillimeters:173}'",178,12:25,37,,,
136,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54955,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213827,,,,,,,26/5/2021,2021/05/26 13:24:00.00,Thomps,1392-24881,,,FELG(*EL)/-:-/m,ASY,u,"'{culmenInMillimeters:36.5,theadInMilimeters:65.3, wingInMillimeters:168}'",214,12:10,74,,,
137,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54953,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213841,,,,,,,26/5/2021,2021/05/26 13:13:00.00,Thomps,1332-74715,,,FELG(>EU)/-:-/m,ASY,u,"'{culmenInMillimeters:37.5,theadInMilimeters:66.9, wingInMillimeters:179}'",181,12:10,63,,,
138,,,track,Red Knot Spring Migration Study,1540391044,USFWS /spring migration,54948,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213836,,,,,,,26/5/2021,2021/05/26 12:55:00.00,Thomps,1332-69677,,,FELG(=NY)/-:-/m,ASY,u,"'{culmenInMillimeters:34.2,theadInMilimeters:64.4, wingInMillimeters:171}'",180,12:10,45,,,
162,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55678,,Lotek,gps-pinpoint,,60,,,230299,,,,,,,25/5/2022,2022/05/25 13:02:00.00,FORTESCU,1332-69167,FELG(L8*),FORT_230299_2022,FELG(L8*)/-:-/m,ASY,u,"'{culmenInMillimeters:38.2,theadInMilimeters:65.9, wingInMillimeters:170}'",173,11:33,89,,,
145,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55679,,Lotek,gps-pinpoint,,60,,,230300,,,,,,,16/5/2022,2022/05/16 13:12:00.00,KIMBLESO,1392-24739,FELG(M*U),KIMB_230300_2022,FELG(M*U)/-:-/m,ASY,u,"'{culmenInMillimeters:33.1,theadInMilimeters:65.7, wingInMillimeters:170}'",136,12:30,42,,,
148,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55680,,Lotek,gps-pinpoint,,60,,,230301,,,,,,,21/5/2022,2022/05/21 11:38:00.00,MOORES,1392-35236,FELG(5>K),MOOR_230301_2022,FELG(5>K)/-:-/m,ASY,u,,141,10:35,63,,,
149,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55681,,Lotek,gps-pinpoint,,60,,,230302,,,,,,,21/5/2022,2022/05/21 11:09:00.00,MOORES,1332-98993,FELG(0+V),MOOR_230302_2022,FELG(0+V)/-:-/m,ASY,u,,177,10:35,34,,,
155,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55682,,Lotek,gps-pinpoint,,60,,,230303,,,,,,,21/5/2022,2022/05/21 00:00:00.00,MOORES,1332-74312,FELG(=9U),MOOR_230303_2022,FELG(=9U)/-:-/m,ASY,u,,,10:35,,,,
153,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55683,,Lotek,gps-pinpoint,,60,,,230304,,,,,,,21/5/2022,2022/05/21 12:06:00.00,MOORES,1392-35252,FELG(6>M),MOOR_230304_2022,FELG(6>M)/-:-/m,ASY,u,"'{culmenInMillimeters:35,theadInMilimeters:65.8, wingInMillimeters:166}'",147,10:35,91,,,
140,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55684,,Lotek,gps-pinpoint,,60,,,230305,,,,,,,16/5/2022,2022/05/16 13:25:00.00,KIMBLESO,1392-35784,FELG(*NT),KIMB_230305_2022,FELG(*NT)/-:-/m,ASY,u,"'{culmenInMillimeters:38,theadInMilimeters:67, wingInMillimeters:174}'",161,12:30,55,,,
161,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55685,,Lotek,gps-pinpoint,,60,,,230306,,,,,,,25/5/2022,2022/05/25 13:09:00.00,FORTESCU,1392-35423,FELG(T8*),FORT_230306_2022,FELG(T8*)/-:-/m,SY,u,"'{culmenInMillimeters:34.7,theadInMilimeters:63.2, wingInMillimeters:164}'",132,11:33,96,,,
165,,uk,track,Red Knot Migration Study ECCC,2272951887,ECCC,55686,,Lotek,gps-pinpoint,,60,,,230307,,,,,,,25/5/2022,2022/05/25 12:59:00.00,FORTESCU,1332-73082,FELG(+94),FORT_230307_2022,FELG(+94)/-:-/m,ASY,u,"'{culmenInMillimeters:37.6,theadInMilimeters:67.6, wingInMillimeters:168}'",175,11:33,86,,,
